จังหวัด,อำเภอ,ตำบล,อาการ,จำนวนปฏิบัติการ,latitude,longitude,ถนน,หมายเลขทางหลวง,กม.
กระบี่,คลองท่อม,คลองท่อมใต้,บาดเจ็บ,5,7.94454,99.14363,ถนนเพชรเกษม,,
กระบี่,คลองท่อม,คลองพน,บาดเจ็บ,4,7.80052,99.22123,,,
กระบี่,คลองท่อม,ทรายขาว,บาดเจ็บ,1,7.734065,99.25847,,,
กระบี่,ปลายพระยา,คีรีวง,บาดเจ็บ,1,8.451594,98.83903,,,
กระบี่,ปลายพระยา,ปลายพระยา,บาดเจ็บ,4,8.564944,98.88849,,,
กระบี่,ปลายพระยา,เขาต่อ,บาดเจ็บ,1,8.606479,98.747,,,
กระบี่,ลำทับ,ดินอุดม,บาดเจ็บ,2,8.102233,99.3576,ทางหลวงชนบทหมายเลข กบ.4038,,
กระบี่,ลำทับ,ดินแดง,บาดเจ็บ,1,8.00209,99.3771,,,
กระบี่,ลำทับ,ทุ่งไทรทอง,บาดเจ็บ,1,8.045511,99.28846,,,
กระบี่,ลำทับ,ลำทับ,บาดเจ็บ,2,8.031865,99.329094,,,
กระบี่,อ่าวลึก,คลองหิน,บาดเจ็บ,4,8.316464,98.851616,,,
กระบี่,อ่าวลึก,บ้านกลาง,บาดเจ็บ,1,8.347702,98.7899,,,
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,บาดเจ็บ,2,8.399007,98.79589,,,
กระบี่,อ่าวลึก,อ่าวลึกใต้,บาดเจ็บ,5,8.371378,98.70856,,,
กระบี่,เกาะลันตา,ศาลาด่าน,บาดเจ็บ,9,7.607641,99.05873,,,
กระบี่,เกาะลันตา,เกาะกลาง,บาดเจ็บ,2,7.759881,99.06358,,,
กระบี่,เกาะลันตา,เกาะลันตาน้อย,บาดเจ็บ,1,7.636945,99.09063,,,
กระบี่,เขาพนม,พรุเตียว,บาดเจ็บ,1,8.241397,99.13543,,,
กระบี่,เขาพนม,สินปุน,บาดเจ็บ,3,8.270952,99.259254,,,
กระบี่,เขาพนม,เขาดิน,บาดเจ็บ,5,8.332577,99.11921,,,
กระบี่,เขาพนม,เขาพนม,บาดเจ็บ,5,8.221094,99.04831,,,
กระบี่,เมืองกระบี่,กระบี่น้อย,บาดเจ็บ,6,8.180777,98.96927,,,
กระบี่,เมืองกระบี่,กระบี่ใหญ่,บาดเจ็บ,4,8.096591,98.90371,,,
กระบี่,เมืองกระบี่,ทับปริก,บาดเจ็บ,12,8.199317,98.875015,,,
กระบี่,เมืองกระบี่,ปากน้ำ,บาดเจ็บ,15,8.073035,98.91139,ถนนมหาราช,,
กระบี่,เมืองกระบี่,หนองทะเล,บาดเจ็บ,5,8.076811,98.7729,,,
กระบี่,เมืองกระบี่,อ่าวนาง,บาดเจ็บ,1,8.033006,98.826927,ทางหลวงแผ่นดินหมายเลข 4203,,
กระบี่,เมืองกระบี่,อ่าวนาง,บาดเจ็บ,22,8.045257,98.83228,,,
กระบี่,เมืองกระบี่,เขาคราม,บาดเจ็บ,11,8.23146,98.79544,,,
กระบี่,เมืองกระบี่,ไสไทย,บาดเจ็บ,12,8.074542,98.880486,,,
กระบี่,เหนือคลอง,คลองขนาน,บาดเจ็บ,3,7.953059,99.03814,,,
กระบี่,เหนือคลอง,คลองเขม้า,บาดเจ็บ,1,8.036004,98.98197,,,
กระบี่,เหนือคลอง,เหนือคลอง,บาดเจ็บ,5,8.082874,98.99161,ถนนเพชรเกษม,,
กระบี่,เหนือคลอง,โคกยาง,บาดเจ็บ,3,8.086924,99.077354,,,
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,บาดเจ็บ,142,0.0,0.0,,,
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,เสียชีวิต,6,0.0,0.0,,,
กาญจนบุรี,ด่านมะขามเตี้ย,กลอนโด,บาดเจ็บ,2,13.882478,99.43698,,,
กาญจนบุรี,ด่านมะขามเตี้ย,จรเข้เผือก,บาดเจ็บ,7,13.84013,99.24675,,,
กาญจนบุรี,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,บาดเจ็บ,2,13.814399,99.33317,,,
กาญจนบุรี,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,เสียชีวิต,1,13.814399,99.33317,,,
กาญจนบุรี,ทองผาภูมิ,ชะแล,บาดเจ็บ,1,14.989654,98.807106,,,
กาญจนบุรี,ทองผาภูมิ,ท่าขนุน,บาดเจ็บ,17,14.757341,98.64846,ทางหลวงแผ่นดินหมายเลข 323,,
กาญจนบุรี,ทองผาภูมิ,ลิ่นถิ่น,บาดเจ็บ,5,14.538038,98.73687,,,
กาญจนบุรี,ทองผาภูมิ,สหกรณ์นิคม,บาดเจ็บ,1,14.711028,98.760315,ทางหลวงชนบทหมายเลข กจ.3091,,
กาญจนบุรี,ทองผาภูมิ,ห้วยเขย่ง,บาดเจ็บ,3,14.632013,98.56828,,,
กาญจนบุรี,ท่ามะกา,ดอนขมิ้น,บาดเจ็บ,2,13.882762,99.83017,,,
กาญจนบุรี,ท่ามะกา,ดอนชะเอม,บาดเจ็บ,2,13.972353,99.80646,,,
กาญจนบุรี,ท่ามะกา,ตะคร้ำเอน,บาดเจ็บ,4,13.992561,99.74686,,,
กาญจนบุรี,ท่ามะกา,ท่ามะกา,บาดเจ็บ,5,13.923859,99.774185,,,
กาญจนบุรี,ท่ามะกา,ท่าเรือ,บาดเจ็บ,7,13.954094,99.75335,,,
กาญจนบุรี,ท่ามะกา,ท่าเสา,บาดเจ็บ,2,13.848633,99.80286,,,
กาญจนบุรี,ท่ามะกา,ท่าไม้,บาดเจ็บ,1,13.903158,99.80082,,,
กาญจนบุรี,ท่ามะกา,พงตึก,บาดเจ็บ,2,13.873022,99.7815,,,
กาญจนบุรี,ท่ามะกา,พระแท่น,บาดเจ็บ,9,14.019927,99.78473,เทศบาลพระแท่นสาย 60,,
กาญจนบุรี,ท่ามะกา,ยางม่วง,บาดเจ็บ,1,13.91359,99.837814,,,
กาญจนบุรี,ท่ามะกา,สนามแย้,บาดเจ็บ,3,13.955951,99.85205,,,
กาญจนบุรี,ท่ามะกา,หนองลาน,บาดเจ็บ,1,14.033928,99.82505,,,
กาญจนบุรี,ท่ามะกา,อุโลกสี่หมื่น,บาดเจ็บ,1,14.060921,99.77848,แยกทางหลวงหมายเลข 346,กจ.3003,1+913
กาญจนบุรี,ท่ามะกา,เขาสามสิบหาบ,บาดเจ็บ,5,13.867263,99.72726,,,
กาญจนบุรี,ท่ามะกา,แสนตอ,บาดเจ็บ,3,13.920502,99.73421,,,
กาญจนบุรี,ท่าม่วง,ทุ่งทอง,บาดเจ็บ,2,14.001934,99.64857,,,
กาญจนบุรี,ท่าม่วง,ท่าตะคร้อ,บาดเจ็บ,1,13.915751,99.70233,,,
กาญจนบุรี,ท่าม่วง,ท่าม่วง,บาดเจ็บ,7,13.966049,99.64179,ถนนเทศบาลซอย 31 (ซอยช้าง),,
กาญจนบุรี,ท่าม่วง,ท่าล้อ,บาดเจ็บ,11,13.988813,99.58641,ทางหลวงชนบทหมายเลข กจ.3086,กจ.3086,2+258
กาญจนบุรี,ท่าม่วง,บ้านใหม่,บาดเจ็บ,1,13.88811,99.614845,,,
กาญจนบุรี,ท่าม่วง,พังตรุ,บาดเจ็บ,5,13.861198,99.65278,ถนนโยธาธิการ บ้านหนองสะแก-บ้านห้วยไร่,,
กาญจนบุรี,ท่าม่วง,ม่วงชุม,บาดเจ็บ,1,13.935393,99.61732,,,
กาญจนบุรี,ท่าม่วง,วังขนาย,บาดเจ็บ,2,13.961892,99.660866,,,
กาญจนบุรี,ท่าม่วง,วังศาลา,บาดเจ็บ,7,13.972436,99.69541,,,
กาญจนบุรี,ท่าม่วง,หนองขาว,บาดเจ็บ,11,14.056293,99.61743,,,
กาญจนบุรี,ท่าม่วง,หนองตากยา,บาดเจ็บ,1,13.800213,99.54846,,,
กาญจนบุรี,ท่าม่วง,เขาน้อย,บาดเจ็บ,2,13.930225,99.58684,,,
กาญจนบุรี,บ่อพลอย,บ่อพลอย,บาดเจ็บ,3,14.329632,99.47271,,,
กาญจนบุรี,บ่อพลอย,หนองกร่าง,บาดเจ็บ,1,14.53685,99.54648,,,
กาญจนบุรี,บ่อพลอย,หนองกุ่ม,บาดเจ็บ,3,14.220939,99.473526,,,
กาญจนบุรี,บ่อพลอย,หนองรี,บาดเจ็บ,1,14.545539,99.36588,,,
กาญจนบุรี,บ่อพลอย,หลุมรัง,บาดเจ็บ,1,14.455988,99.503136,,,
กาญจนบุรี,พนมทวน,ดอนตาเพชร,บาดเจ็บ,2,14.193769,99.69013,,,
กาญจนบุรี,พนมทวน,ดอนเจดีย์,บาดเจ็บ,1,14.06149,99.691315,ทางหลวงชนบทหมายเลข กจ.4034,,
กาญจนบุรี,พนมทวน,พนมทวน,บาดเจ็บ,2,14.1321,99.69988,,,
กาญจนบุรี,พนมทวน,พังตรุ,บาดเจ็บ,1,14.143828,99.75856,,,
กาญจนบุรี,พนมทวน,รางหวาย,บาดเจ็บ,2,14.231127,99.75999,,,
กาญจนบุรี,พนมทวน,หนองสาหร่าย,บาดเจ็บ,5,14.068294,99.7273,,,
กาญจนบุรี,พนมทวน,หนองโรง,บาดเจ็บ,4,14.165525,99.609795,,,
กาญจนบุรี,ศรีสวัสดิ์,ด่านแม่แฉลบ,บาดเจ็บ,1,14.616941,98.94182,,,
กาญจนบุรี,ศรีสวัสดิ์,ท่ากระดาน,บาดเจ็บ,5,14.357158,99.20607,,,
กาญจนบุรี,สังขละบุรี,ปรังเผล,บาดเจ็บ,1,15.003844,98.540184,,,
กาญจนบุรี,สังขละบุรี,หนองลู,บาดเจ็บ,3,15.127707,98.34671,,,
กาญจนบุรี,หนองปรือ,สมเด็จเจริญ,บาดเจ็บ,2,14.764668,99.34681,,,
กาญจนบุรี,หนองปรือ,หนองปรือ,บาดเจ็บ,5,14.651255,99.41349,,,
กาญจนบุรี,ห้วยกระเจา,สระลงเรือ,บาดเจ็บ,1,14.364419,99.768425,,,
กาญจนบุรี,ห้วยกระเจา,ห้วยกระเจา,บาดเจ็บ,2,14.333642,99.634254,ทางหลวงแผ่นดินหมายเลข 3363,,
กาญจนบุรี,เมืองกาญจนบุรี,ช่องสะเดา,บาดเจ็บ,5,14.253237,99.23916,,,
กาญจนบุรี,เมืองกาญจนบุรี,ท่ามะขาม,บาดเจ็บ,9,14.039708,99.49662,,,
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเก่า,บาดเจ็บ,8,13.890001,99.18465,,,
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเหนือ,บาดเจ็บ,3,14.028442,99.527534,,,
กาญจนบุรี,เมืองกาญจนบุรี,บ้านใต้,บาดเจ็บ,5,14.014136,99.535576,ทางหลวงแผ่นดินหมายเลข 323,,
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,บาดเจ็บ,11,14.032969,99.55855,,,
กาญจนบุรี,เมืองกาญจนบุรี,ลาดหญ้า,บาดเจ็บ,6,14.107883,99.40587,,,
กาญจนบุรี,เมืองกาญจนบุรี,วังด้ง,บาดเจ็บ,5,14.151292,99.2899,,,
กาญจนบุรี,เมืองกาญจนบุรี,วังเย็น,บาดเจ็บ,4,13.941836,99.41664,,,
กาญจนบุรี,เมืองกาญจนบุรี,หนองบัว,บาดเจ็บ,7,14.068977,99.4283,,,
กาญจนบุรี,เมืองกาญจนบุรี,หนองหญ้า,บาดเจ็บ,5,13.965286,99.43736,,,
กาญจนบุรี,เมืองกาญจนบุรี,เกาะสำโรง,บาดเจ็บ,5,13.952868,99.51255,,,
กาญจนบุรี,เมืองกาญจนบุรี,แก่งเสี้ยน,บาดเจ็บ,10,14.078957,99.49583,,,
กาญจนบุรี,เลาขวัญ,ทุ่งกระบ่ำ,บาดเจ็บ,1,14.631028,99.58281,,,
กาญจนบุรี,เลาขวัญ,หนองปลิง,บาดเจ็บ,1,14.740102,99.67461,,,
กาญจนบุรี,เลาขวัญ,หนองฝ้าย,บาดเจ็บ,1,14.679843,99.6423,,,
กาญจนบุรี,เลาขวัญ,เลาขวัญ,บาดเจ็บ,4,14.525757,99.78691,,,
กาญจนบุรี,เลาขวัญ,เลาขวัญ,เสียชีวิต,3,14.525757,99.78691,,,
กาญจนบุรี,ไทรโยค,ท่าเสา,บาดเจ็บ,20,14.297039,99.0348,,,
กาญจนบุรี,ไทรโยค,ลุ่มสุ่ม,บาดเจ็บ,4,14.115752,99.11519,,,
กาญจนบุรี,ไทรโยค,วังกระแจะ,บาดเจ็บ,2,14.241014,98.87077,,,
กาญจนบุรี,ไทรโยค,ศรีมงคล,บาดเจ็บ,1,13.99984,99.13767,,,
กาญจนบุรี,ไทรโยค,สิงห์,บาดเจ็บ,1,14.071031,99.25449,,,
กาญจนบุรี,ไทรโยค,ไทรโยค,บาดเจ็บ,8,14.408153,98.74081,,,
กาฬสินธุ์,กมลาไสย,กมลาไสย,บาดเจ็บ,1,16.326439,103.547485,,,
กาฬสินธุ์,กมลาไสย,ดงลิง,บาดเจ็บ,2,16.248983,103.65344,,,
กาฬสินธุ์,กมลาไสย,หลักเมือง,บาดเจ็บ,2,16.313707,103.60394,,,
กาฬสินธุ์,กมลาไสย,โคกสมบูรณ์,บาดเจ็บ,2,16.359093,103.667,,,
กาฬสินธุ์,กมลาไสย,โพนงาม,บาดเจ็บ,2,16.314795,103.65975,,,
กาฬสินธุ์,กุฉินารายณ์,กุดค้าว,บาดเจ็บ,2,16.501066,103.999916,,,
กาฬสินธุ์,กุฉินารายณ์,กุดหว้า,บาดเจ็บ,2,16.539179,104.165764,,,
กาฬสินธุ์,กุฉินารายณ์,จุมจัง,บาดเจ็บ,3,16.443333,104.10001,,,
กาฬสินธุ์,กุฉินารายณ์,นาขาม,บาดเจ็บ,2,16.506035,103.9137,,,
กาฬสินธุ์,กุฉินารายณ์,นาโก,บาดเจ็บ,2,16.606262,104.05197,,,
กาฬสินธุ์,กุฉินารายณ์,บัวขาว,บาดเจ็บ,12,16.529545,104.05332,,,
กาฬสินธุ์,กุฉินารายณ์,สมสะอาด,บาดเจ็บ,1,16.443668,104.05265,,,
กาฬสินธุ์,กุฉินารายณ์,สามขา,บาดเจ็บ,2,16.469347,103.96937,,,
กาฬสินธุ์,กุฉินารายณ์,เหล่าใหญ่,บาดเจ็บ,1,16.615154,103.99365,,,
กาฬสินธุ์,กุฉินารายณ์,เหล่าไฮงาม,บาดเจ็บ,1,16.460812,104.181465,,,
กาฬสินธุ์,กุฉินารายณ์,แจนแลน,บาดเจ็บ,1,16.55738,103.98475,,,
กาฬสินธุ์,คำม่วง,ดินจี่,บาดเจ็บ,1,16.949642,103.728134,,,
กาฬสินธุ์,คำม่วง,ทุ่งคลอง,บาดเจ็บ,4,16.929333,103.64368,,,
กาฬสินธุ์,คำม่วง,นาทัน,บาดเจ็บ,2,17.024904,103.60371,ทางหลวงชนบทหมายเลข กส.4034,,
กาฬสินธุ์,คำม่วง,นาบอน,บาดเจ็บ,1,16.641943,103.67083,,,
กาฬสินธุ์,คำม่วง,นาบอน,บาดเจ็บ,1,16.870447,103.67143,,,
กาฬสินธุ์,คำม่วง,โพน,บาดเจ็บ,5,16.866188,103.612045,,,
กาฬสินธุ์,ฆ้องชัย,ฆ้องชัยพัฒนา,บาดเจ็บ,3,16.252226,103.46484,,,
กาฬสินธุ์,ฆ้องชัย,โคกสะอาด,บาดเจ็บ,3,16.282406,103.43352,,,
กาฬสินธุ์,ฆ้องชัย,โนนศิลาเลิง,บาดเจ็บ,1,16.322643,103.49306,,,
กาฬสินธุ์,ดอนจาน,ดงพยุง,บาดเจ็บ,3,16.52859,103.711105,,,
กาฬสินธุ์,ดอนจาน,ดอนจาน,บาดเจ็บ,2,16.429419,103.69161,,,
กาฬสินธุ์,ท่าคันโท,กุงเก่า,บาดเจ็บ,1,16.87079,103.17545,,,
กาฬสินธุ์,ท่าคันโท,ดงสมบูรณ์,บาดเจ็บ,1,16.869337,103.365776,,,
กาฬสินธุ์,ท่าคันโท,นาตาล,บาดเจ็บ,2,16.885336,103.2464,,,
กาฬสินธุ์,นาคู,นาคู,บาดเจ็บ,1,16.788898,104.049324,,,
กาฬสินธุ์,นาคู,บ่อแก้ว,บาดเจ็บ,2,16.789146,103.99096,,,
กาฬสินธุ์,นาคู,ภูแล่นช้าง,บาดเจ็บ,1,16.68105,103.97055,,,
กาฬสินธุ์,นาคู,สายนาวัง,บาดเจ็บ,1,16.76087,104.06067,,,
กาฬสินธุ์,นาคู,โนนนาจาน,บาดเจ็บ,1,16.721947,104.00288,,,
กาฬสินธุ์,นามน,นามน,บาดเจ็บ,4,16.56196,103.7698,,,
กาฬสินธุ์,นามน,ยอดแกง,บาดเจ็บ,4,16.62184,103.73034,,,
กาฬสินธุ์,นามน,สงเปลือย,บาดเจ็บ,3,16.62535,103.7909,,,
กาฬสินธุ์,นามน,สงเปลือย,บาดเจ็บ,2,16.641943,103.67083,,,
กาฬสินธุ์,นามน,หนองบัว,บาดเจ็บ,1,16.532589,103.85784,,,
กาฬสินธุ์,ยางตลาด,คลองขาม,บาดเจ็บ,5,16.448864,103.33731,,,
กาฬสินธุ์,ยางตลาด,ดอนสมบูรณ์,บาดเจ็บ,2,16.431437,103.4187,,,
กาฬสินธุ์,ยางตลาด,นาเชือก,บาดเจ็บ,1,16.56111,103.42532,,,
กาฬสินธุ์,ยางตลาด,บัวบาน,บาดเจ็บ,1,16.487055,103.418076,,,
กาฬสินธุ์,ยางตลาด,ยางตลาด,บาดเจ็บ,6,16.391163,103.35008,,,
กาฬสินธุ์,ยางตลาด,หนองตอกแป้น,บาดเจ็บ,2,16.31856,103.411255,,,
กาฬสินธุ์,ยางตลาด,หัวงัว,เสียชีวิต,2,16.353878,103.41549,,,
กาฬสินธุ์,ยางตลาด,หัวนาคำ,บาดเจ็บ,3,16.400509,103.22769,,,
กาฬสินธุ์,ยางตลาด,อุ่มเม่า,บาดเจ็บ,2,16.38058,103.42312,,,
กาฬสินธุ์,ยางตลาด,เขาพระนอน,บาดเจ็บ,2,16.530855,103.37992,ทางหลวงชนบทหมายเลข กส.2049,,
กาฬสินธุ์,ยางตลาด,เว่อ,บาดเจ็บ,2,16.529268,103.34692,,,
กาฬสินธุ์,ยางตลาด,โนนสูง,บาดเจ็บ,3,16.470339,103.20765,,,
กาฬสินธุ์,ร่องคำ,เหล่าอ้อย,บาดเจ็บ,3,16.255667,103.70362,,,
กาฬสินธุ์,สมเด็จ,ผาเสวย,บาดเจ็บ,8,16.792578,103.85707,ถนนถีนานนท์ (ทางหลวงแผ่นดินหมายเลข 213),,
กาฬสินธุ์,สมเด็จ,มหาไชย,บาดเจ็บ,1,16.832376,103.79137,,,
กาฬสินธุ์,สมเด็จ,ลำห้วยหลัว,บาดเจ็บ,1,16.69409,103.788536,,,
กาฬสินธุ์,สมเด็จ,สมเด็จ,บาดเจ็บ,14,16.70867,103.75167,,,
กาฬสินธุ์,สมเด็จ,หนองแวง,บาดเจ็บ,2,16.658358,103.68491,,,
กาฬสินธุ์,สมเด็จ,หมูม่น,บาดเจ็บ,2,16.75592,103.66692,,,
กาฬสินธุ์,สมเด็จ,แซงบาดาล,บาดเจ็บ,5,16.869768,103.73969,,,
กาฬสินธุ์,สหัสขันธ์,นามะเขือ,บาดเจ็บ,1,16.678791,103.6302,,,
กาฬสินธุ์,สหัสขันธ์,นิคม,บาดเจ็บ,1,16.674662,103.49059,,,
กาฬสินธุ์,สหัสขันธ์,ภูสิงห์,บาดเจ็บ,2,16.74014,103.50164,ทางหลวงชนบทหมายเลข กส.5047,,
กาฬสินธุ์,สหัสขันธ์,โนนน้ำเกลี้ยง,บาดเจ็บ,1,16.68205,103.55883,,,
กาฬสินธุ์,สหัสขันธ์,โนนบุรี,บาดเจ็บ,2,16.707945,103.49036,,,
กาฬสินธุ์,สหัสขันธ์,โนนแหลมทอง,บาดเจ็บ,1,16.747995,103.62327,,,
กาฬสินธุ์,หนองกุงศรี,ดงมูล,บาดเจ็บ,4,16.783642,103.315735,,,
กาฬสินธุ์,หนองกุงศรี,หนองกุงศรี,บาดเจ็บ,1,16.643133,103.27809,ทางหลวงแผ่นดินหมายเลข 2009,,
กาฬสินธุ์,หนองกุงศรี,หนองบัว,บาดเจ็บ,1,16.723366,103.394356,,,
กาฬสินธุ์,หนองกุงศรี,หนองสรวง,บาดเจ็บ,1,16.763924,103.42691,,,
กาฬสินธุ์,หนองกุงศรี,หนองหิน,บาดเจ็บ,2,16.820347,103.372025,,,
กาฬสินธุ์,หนองกุงศรี,โคกเครือ,บาดเจ็บ,1,16.761786,103.244415,,,
กาฬสินธุ์,ห้วยผึ้ง,คำบง,บาดเจ็บ,1,16.70561,103.8423,,,
กาฬสินธุ์,ห้วยผึ้ง,นิคมห้วยผึ้ง,บาดเจ็บ,1,16.670277,103.9085,,,
กาฬสินธุ์,ห้วยผึ้ง,หนองอีบุตร,บาดเจ็บ,1,16.599617,103.869514,,,
กาฬสินธุ์,ห้วยเม็ก,คำเหมือดแก้ว,บาดเจ็บ,1,16.52767,103.202576,,,
กาฬสินธุ์,ห้วยเม็ก,คำใหญ่,บาดเจ็บ,1,16.651352,103.18232,,,
กาฬสินธุ์,ห้วยเม็ก,ทรายทอง,บาดเจ็บ,1,16.736229,103.179596,,,
กาฬสินธุ์,ห้วยเม็ก,พิมูล,บาดเจ็บ,2,16.697233,103.18024,,,
กาฬสินธุ์,ห้วยเม็ก,ห้วยเม็ก,บาดเจ็บ,3,16.598392,103.218765,,,
กาฬสินธุ์,เขาวง,คุ้มเก่า,บาดเจ็บ,4,16.68536,104.12202,,,
กาฬสินธุ์,เขาวง,สระพังทอง,บาดเจ็บ,1,16.718374,104.05584,,,
กาฬสินธุ์,เขาวง,หนองผือ,บาดเจ็บ,2,16.750114,104.10135,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,กลางหมื่น,บาดเจ็บ,1,16.54153,103.65463,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,บาดเจ็บ,10,16.437788,103.515305,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,บาดเจ็บ,1,16.641943,103.67083,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,นาจารย์,บาดเจ็บ,3,16.553848,103.644775,ทางหลวงแผ่นดินหมายเลข 12,,
กาฬสินธุ์,เมืองกาฬสินธุ์,บึงวิชัย,บาดเจ็บ,1,16.526367,103.482895,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,ภูดิน,บาดเจ็บ,3,16.641214,103.501114,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,ลำคลอง,บาดเจ็บ,1,16.592205,103.446014,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,ลำปาว,บาดเจ็บ,2,16.592556,103.50757,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,ลำพาน,บาดเจ็บ,1,16.458883,103.474655,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,หนองกุง,บาดเจ็บ,3,16.52958,103.51782,ทางหลวงแผ่นดินหมายเลข 227,,
กาฬสินธุ์,เมืองกาฬสินธุ์,หลุบ,บาดเจ็บ,6,16.382029,103.50282,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,ห้วยโพธิ์,บาดเจ็บ,2,16.37551,103.57678,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,เชียงเครือ,บาดเจ็บ,1,16.418097,103.62697,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,โพนทอง,บาดเจ็บ,1,16.469982,103.54754,,,
กาฬสินธุ์,เมืองกาฬสินธุ์,ไผ่,บาดเจ็บ,3,16.520546,103.56874,,,
กำแพงเพชร,ขาณุวรลักษบุรี,ดอนแตง,บาดเจ็บ,1,16.052395,99.748764,,,
กำแพงเพชร,ขาณุวรลักษบุรี,บ่อถ้ำ,บาดเจ็บ,2,15.917714,99.672,,,
กำแพงเพชร,ขาณุวรลักษบุรี,ป่าพุทรา,บาดเจ็บ,1,16.086418,99.91074,,,
กำแพงเพชร,ขาณุวรลักษบุรี,สลกบาตร,บาดเจ็บ,1,0.0,99.803505,,,
กำแพงเพชร,ขาณุวรลักษบุรี,เกาะตาล,บาดเจ็บ,1,16.104359,99.7898,,,
กำแพงเพชร,ขาณุวรลักษบุรี,แสนตอ,บาดเจ็บ,1,16.05382,99.83376,,,
กำแพงเพชร,ขาณุวรลักษบุรี,โค้งไผ่,บาดเจ็บ,4,16.095901,99.68672,,,
กำแพงเพชร,คลองขลุง,คลองขลุง,บาดเจ็บ,6,16.181728,99.698685,,,
กำแพงเพชร,คลองขลุง,ท่ามะเขือ,บาดเจ็บ,1,16.2568,99.75203,,,
กำแพงเพชร,คลองขลุง,วังไทร,บาดเจ็บ,2,16.192225,99.57821,,,
กำแพงเพชร,คลองลาน,คลองน้ำไหล,บาดเจ็บ,4,16.183798,99.25408,,,
กำแพงเพชร,คลองลาน,คลองลานพัฒนา,บาดเจ็บ,3,16.104187,99.320496,,,
กำแพงเพชร,คลองลาน,สักงาม,บาดเจ็บ,1,16.294744,99.26694,,,
กำแพงเพชร,คลองลาน,โป่งน้ำร้อน,บาดเจ็บ,1,16.350546,99.184746,,,
กำแพงเพชร,ทรายทองวัฒนา,ถาวรวัฒนา,บาดเจ็บ,1,16.289833,99.90328,,,
กำแพงเพชร,ทรายทองวัฒนา,ทุ่งทราย,บาดเจ็บ,1,16.309334,99.83273,,,
กำแพงเพชร,บึงสามัคคี,บึงสามัคคี,บาดเจ็บ,1,16.285385,99.983955,,,
กำแพงเพชร,บึงสามัคคี,วังชะโอน,บาดเจ็บ,1,16.220623,99.99625,,,
กำแพงเพชร,บึงสามัคคี,เทพนิมิต,บาดเจ็บ,1,16.174711,99.90484,ทางหลวงชนบทหมายเลข กพ.4009,,
กำแพงเพชร,ปางศิลาทอง,หินดาต,บาดเจ็บ,1,16.090862,99.45695,,,
กำแพงเพชร,ปางศิลาทอง,โพธิ์ทอง,บาดเจ็บ,2,16.102823,99.51978,,,
กำแพงเพชร,พรานกระต่าย,เขาคีริส,บาดเจ็บ,2,16.574768,99.667366,,,
กำแพงเพชร,ลานกระบือ,จันทิมา,บาดเจ็บ,1,16.57049,99.78166,,,
กำแพงเพชร,ลานกระบือ,ลานกระบือ,บาดเจ็บ,1,16.626158,99.86205,,,
กำแพงเพชร,เมืองกำแพงเพชร,คณฑี,บาดเจ็บ,2,16.370474,99.69572,,,
กำแพงเพชร,เมืองกำแพงเพชร,คลองแม่ลาย,บาดเจ็บ,1,16.389393,99.41721,,,
กำแพงเพชร,เมืองกำแพงเพชร,ทรงธรรม,บาดเจ็บ,3,16.523243,99.44009,,,
กำแพงเพชร,เมืองกำแพงเพชร,นครชุม,บาดเจ็บ,8,16.459568,99.50858,,,
กำแพงเพชร,เมืองกำแพงเพชร,นาบ่อคำ,บาดเจ็บ,5,16.441862,99.352,,,
กำแพงเพชร,เมืองกำแพงเพชร,นิคมทุ่งโพธิ์ทะเล,บาดเจ็บ,2,16.501932,99.70399,,,
กำแพงเพชร,เมืองกำแพงเพชร,วังทอง,บาดเจ็บ,1,16.32763,99.42558,,,
กำแพงเพชร,เมืองกำแพงเพชร,สระแก้ว,บาดเจ็บ,3,16.52012,99.60403,,,
กำแพงเพชร,เมืองกำแพงเพชร,หนองปลิง,บาดเจ็บ,6,16.568441,99.53711,,,
กำแพงเพชร,เมืองกำแพงเพชร,อ่างทอง,บาดเจ็บ,1,16.283007,99.46904,,,
กำแพงเพชร,เมืองกำแพงเพชร,เทพนคร,บาดเจ็บ,3,16.426947,99.61851,,,
