จังหวัด,อำเภอ,ตำบล,อาการ,จำนวนปฏิบัติการ,latitude,longitude,ถนน,หมายเลขทางหลวง,กม.
ตรัง,ย่านตาขาว,เกาะเปียะ,บาดเจ็บ,1,7.448698,99.69679,,,
ตรัง,ย่านตาขาว,โพรงจระเข้,บาดเจ็บ,1,7.402699,99.83667,,,
ตรัง,ย่านตาขาว,โพรงจระเข้,บาดเจ็บ,1,7.563369,99.55751,,,
ตรัง,รัษฎา,หนองบัว,บาดเจ็บ,1,7.981028,99.70189,,,
ตรัง,รัษฎา,หนองปรือ,บาดเจ็บ,2,7.898284,99.67153,,,
ตรัง,วังวิเศษ,วังมะปราง,บาดเจ็บ,1,7.674768,99.39378,,,
ตรัง,วังวิเศษ,วังมะปรางเหนือ,บาดเจ็บ,1,7.737693,99.4061,,,
ตรัง,วังวิเศษ,เขาวิเศษ,บาดเจ็บ,2,7.649802,99.45707,ทางหลวงแผ่นดินหมายเลข 4159,4159,11+635
ตรัง,สิเกา,กะลาเส,บาดเจ็บ,3,7.740948,99.328186,,,
ตรัง,สิเกา,นาเมืองเพชร,บาดเจ็บ,2,7.550807,99.46233,,,
ตรัง,สิเกา,เขาไม้แก้ว,บาดเจ็บ,1,7.648533,99.3085,,,
ตรัง,สิเกา,ไม้ฝาด,บาดเจ็บ,9,7.490653,99.37951,,,
ตรัง,หาดสำราญ,หาดสำราญ,บาดเจ็บ,2,7.255055,99.56095,,,
ตรัง,ห้วยยอด,นาวง,บาดเจ็บ,3,7.744925,99.51751,ซอยบ้านหนองยายฝ้าย 3,,
ตรัง,ห้วยยอด,บางกุ้ง,บาดเจ็บ,1,7.787333,99.44728,,,
ตรัง,ห้วยยอด,บางดี,บาดเจ็บ,2,7.832544,99.497894,,,
ตรัง,ห้วยยอด,ปากคม,บาดเจ็บ,1,7.735677,99.59374,ซอยรัตนพันธ์ 1,,
ตรัง,ห้วยยอด,ปากแจ่ม,บาดเจ็บ,1,7.712822,99.68156,,,
ตรัง,ห้วยยอด,ลำภูรา,บาดเจ็บ,3,7.696013,99.58259,,,
ตรัง,ห้วยยอด,หนองช้างแล่น,บาดเจ็บ,1,7.862562,99.599396,,,
ตรัง,ห้วยยอด,ห้วยนาง,บาดเจ็บ,1,7.891853,99.578316,,,
ตรัง,ห้วยยอด,ห้วยยอด,บาดเจ็บ,1,7.777879,99.63469,,,
ตรัง,ห้วยยอด,เขากอบ,บาดเจ็บ,1,7.802703,99.56319,,,
ตรัง,ห้วยยอด,เขาขาว,บาดเจ็บ,1,7.810893,99.620605,,,
ตรัง,ห้วยยอด,เขาปูน,บาดเจ็บ,1,7.79197,99.704346,,,
ตรัง,เมืองตรัง,ควนปริง,บาดเจ็บ,1,7.504516,99.604355,,,
ตรัง,เมืองตรัง,ทับเที่ยง,บาดเจ็บ,22,7.56142,99.62197,,,
ตรัง,เมืองตรัง,นาตาล่วง,บาดเจ็บ,5,7.58173,99.590614,,,
ตรัง,เมืองตรัง,นาท่ามเหนือ,บาดเจ็บ,1,7.647377,99.61361,,,
ตรัง,เมืองตรัง,นาบินหลา,บาดเจ็บ,2,7.540484,99.665855,ถนนสายห้วยหิน-เกาะท้ายเภา,,
ตรัง,เมืองตรัง,นาโต๊ะหมิง,บาดเจ็บ,3,7.556029,99.52605,,,
ตรัง,เมืองตรัง,นาโยงใต้,บาดเจ็บ,2,7.565834,99.66841,,,
ตรัง,เมืองตรัง,น้ำผุด,บาดเจ็บ,3,7.669356,99.721275,,,
ตรัง,เมืองตรัง,บ้านควน,บาดเจ็บ,3,7.52954,99.63629,,,
ตรัง,เมืองตรัง,บ้านโพธิ์,บาดเจ็บ,5,7.597876,99.638145,ถนนบ้านต้นหว้า-บ้านแผ่นดินลุม,,
ตรัง,เมืองตรัง,โคกหล่อ,บาดเจ็บ,6,7.513793,99.62013,,,
ตราด,คลองใหญ่,คลองใหญ่,บาดเจ็บ,1,11.800153,102.871925,,,
ตราด,คลองใหญ่,ไม้รูด,บาดเจ็บ,1,11.907894,102.7992,,,
ตราด,บ่อไร่,ช้างทูน,บาดเจ็บ,2,12.625426,102.49017,ทางหลวงชนบทหมายเลข ตร.6034,,
ตราด,บ่อไร่,นนทรีย์,บาดเจ็บ,1,12.552235,102.619835,,,
ตราด,บ่อไร่,บ่อพลอย,บาดเจ็บ,3,12.5782,102.549286,,,
ตราด,บ่อไร่,หนองบอน,บาดเจ็บ,4,12.683014,102.44359,,,
ตราด,เกาะกูด,เกาะกูด,บาดเจ็บ,3,11.662183,102.56803,,,
ตราด,เกาะช้าง,เกาะช้าง,บาดเจ็บ,5,12.0793,102.32251,,,
ตราด,เกาะช้าง,เกาะช้างใต้,บาดเจ็บ,3,12.002467,102.36074,,,
ตราด,เขาสมิง,ทุ่งนนทรี,บาดเจ็บ,2,12.382007,102.468025,,,
ตราด,เขาสมิง,ท่าโสม,บาดเจ็บ,1,12.301291,102.35009,,,
ตราด,เขาสมิง,วังตะเคียน,บาดเจ็บ,1,12.461589,102.51374,ซอยจันทร์เพ็ญ,,
ตราด,เขาสมิง,เขาสมิง,บาดเจ็บ,1,12.354939,102.42698,,,
ตราด,เขาสมิง,เทพนิมิต,บาดเจ็บ,3,12.461098,102.43644,,,
ตราด,เขาสมิง,แสนตุ้ง,บาดเจ็บ,1,12.386587,102.39083,,,
ตราด,เมืองตราด,ชำราก,บาดเจ็บ,3,12.194709,102.66451,,,
ตราด,เมืองตราด,ตะกาง,บาดเจ็บ,4,12.250122,102.66562,ทางหลวงชนบทหมายเลข ตร.1004,,
ตราด,เมืองตราด,ท่ากุ่ม,บาดเจ็บ,1,12.344922,102.66759,,,
ตราด,เมืองตราด,ท่าพริก,บาดเจ็บ,1,12.241618,102.58704,,,
ตราด,เมืองตราด,บางพระ,บาดเจ็บ,5,12.248274,102.51575,,,
ตราด,เมืองตราด,วังกระแจะ,บาดเจ็บ,9,12.265906,102.47373,,,
ตราด,เมืองตราด,หนองคันทรง,บาดเจ็บ,2,12.191226,102.54176,,,
ตราด,เมืองตราด,หนองเสม็ด,บาดเจ็บ,2,12.214028,102.50567,,,
ตราด,เมืองตราด,ห้วงน้ำขาว,บาดเจ็บ,1,12.136937,102.52097,,,
ตราด,เมืองตราด,ห้วยแร้ง,บาดเจ็บ,2,12.381616,102.58116,,,
ตราด,เมืองตราด,อ่าวใหญ่,บาดเจ็บ,1,12.080047,102.562065,,,
ตราด,เมืองตราด,เนินทราย,บาดเจ็บ,4,12.281902,102.544815,,,
ตราด,เมืองตราด,แหลมกลัด,บาดเจ็บ,2,12.065186,102.748924,,,
ตราด,แหลมงอบ,คลองใหญ่,บาดเจ็บ,1,12.234053,102.364265,,,
ตราด,แหลมงอบ,บางปิด,บาดเจ็บ,1,12.248265,102.30851,,,
ตราด,แหลมงอบ,แหลมงอบ,บาดเจ็บ,1,12.190871,102.41529,,,
ตาก,ท่าสองยาง,ท่าสองยาง,บาดเจ็บ,1,17.649101,97.88493,,,
ตาก,ท่าสองยาง,แม่ต้าน,บาดเจ็บ,1,17.256132,98.26787,,,
ตาก,บ้านตาก,ตากตก,บาดเจ็บ,2,17.009241,99.05673,,,
ตาก,บ้านตาก,ตากออก,บาดเจ็บ,3,17.071983,99.10918,,,
ตาก,บ้านตาก,ท้องฟ้า,บาดเจ็บ,2,17.095268,98.90334,,,
ตาก,บ้านตาก,สมอโคน,บาดเจ็บ,4,17.037363,99.1678,,,
ตาก,บ้านตาก,เกาะตะเภา,บาดเจ็บ,1,17.10139,99.00641,,,
ตาก,บ้านตาก,แม่สลิด,บาดเจ็บ,1,17.2538,99.27212,,,
ตาก,พบพระ,คีรีราษฎร์,บาดเจ็บ,2,16.507238,98.90515,,,
ตาก,พบพระ,ช่องแคบ,บาดเจ็บ,3,16.525553,98.69612,,,
ตาก,พบพระ,พบพระ,บาดเจ็บ,1,16.404528,98.69907,,,
ตาก,พบพระ,รวมไทยพัฒนา,บาดเจ็บ,2,16.433348,98.784935,,,
ตาก,พบพระ,วาเล่ย์,บาดเจ็บ,1,16.330532,98.697914,,,
ตาก,วังเจ้า,นาโบสถ์,บาดเจ็บ,4,16.693651,99.09915,,,
ตาก,วังเจ้า,นาโบสถ์,เสียชีวิต,1,16.693651,99.09915,,,
ตาก,วังเจ้า,ประดาง,บาดเจ็บ,1,16.740713,99.17796,,,
ตาก,วังเจ้า,เชียงทอง,บาดเจ็บ,6,16.57735,99.13992,,,
ตาก,สามเงา,ยกกระบัตร,บาดเจ็บ,3,17.364378,99.03782,,,
ตาก,สามเงา,วังจันทร์,บาดเจ็บ,6,17.290867,99.1474,,,
ตาก,สามเงา,วังหมัน,บาดเจ็บ,1,17.21189,99.12035,,,
ตาก,อุ้มผาง,อุ้มผาง,บาดเจ็บ,3,16.019995,98.94823,,,
ตาก,อุ้มผาง,อุ้มผาง,บาดเจ็บ,1,16.523945,98.8904,,,
ตาก,อุ้มผาง,แม่จัน,บาดเจ็บ,3,15.677428,98.68779,,,
ตาก,อุ้มผาง,โมโกร,บาดเจ็บ,3,16.233707,98.97367,,,
ตาก,เมืองตาก,น้ำรึม,บาดเจ็บ,4,16.91549,99.2188,,,
ตาก,เมืองตาก,ระแหง,บาดเจ็บ,3,16.866251,99.12973,,,
ตาก,เมืองตาก,วังประจบ,บาดเจ็บ,2,16.88879,99.36895,,,
ตาก,เมืองตาก,วังหิน,บาดเจ็บ,3,16.773174,99.24419,,,
ตาก,เมืองตาก,หนองบัวใต้,บาดเจ็บ,2,16.791523,99.10175,,,
ตาก,เมืองตาก,หนองหลวง,บาดเจ็บ,1,16.884007,99.121284,,,
ตาก,เมืองตาก,แม่ท้อ,บาดเจ็บ,3,16.767582,98.99259,,,
ตาก,เมืองตาก,โป่งแดง,บาดเจ็บ,1,17.072378,99.30037,,,
ตาก,เมืองตาก,ไม้งาม,บาดเจ็บ,1,16.958233,99.15935,,,
ตาก,แม่ระมาด,ขะเนจื้อ,บาดเจ็บ,4,17.078093,98.4812,,,
ตาก,แม่ระมาด,พระธาตุ,บาดเจ็บ,2,17.01088,98.66013,,,
ตาก,แม่ระมาด,แม่จะเรา,บาดเจ็บ,2,16.908684,98.55998,,,
ตาก,แม่สอด,ท่าสายลวด,บาดเจ็บ,3,16.728651,98.49359,,,
ตาก,แม่สอด,พระธาตุผาแดง,บาดเจ็บ,3,16.675074,98.64571,,,
ตาก,แม่สอด,มหาวัน,บาดเจ็บ,4,16.575893,98.66471,,,
ตาก,แม่สอด,แม่กาษา,บาดเจ็บ,6,16.873316,98.640625,,,
ตาก,แม่สอด,แม่กุ,บาดเจ็บ,2,16.523945,98.8904,,,
ตาก,แม่สอด,แม่กุ,บาดเจ็บ,6,16.62517,98.66102,,,
ตาก,แม่สอด,แม่ปะ,บาดเจ็บ,5,16.754162,98.59999,,,
ตาก,แม่สอด,แม่สอด,บาดเจ็บ,12,16.714466,98.57415,,,
นครนายก,บ้านนา,ทองหลาง,บาดเจ็บ,1,14.203198,101.0279,,,
นครนายก,บ้านนา,บ้านนา,บาดเจ็บ,1,14.263063,101.06156,,,
นครนายก,บ้านนา,บ้านพริก,บาดเจ็บ,2,14.287034,101.006424,,,
นครนายก,บ้านนา,ป่าขะ,บาดเจ็บ,1,14.29975,101.06264,,,
นครนายก,บ้านนา,พิกุลออก,บาดเจ็บ,1,14.242233,101.032265,,,
นครนายก,บ้านนา,ศรีกะอาง,บาดเจ็บ,3,14.305752,101.11837,,,
นครนายก,บ้านนา,เขาเพิ่ม,บาดเจ็บ,2,14.371407,101.105606,,,
นครนายก,ปากพลี,นาหินลาด,บาดเจ็บ,2,14.287789,101.42255,,,
นครนายก,ปากพลี,ปากพลี,บาดเจ็บ,1,14.115298,101.29143,,,
นครนายก,ปากพลี,หนองแสง,บาดเจ็บ,2,14.215735,101.30792,,,
นครนายก,องครักษ์,คลองใหญ่,บาดเจ็บ,2,14.106874,100.9448,,,
นครนายก,องครักษ์,ทรายมูล,บาดเจ็บ,2,14.1363,101.01926,,,
นครนายก,องครักษ์,บางปลากด,บาดเจ็บ,2,14.167667,100.97658,ทางหลวงชนบทหมายเลข นย.2024,,
นครนายก,องครักษ์,บางสมบูรณ์,บาดเจ็บ,1,14.036312,101.1128,,,
นครนายก,องครักษ์,ศีรษะกระบือ,บาดเจ็บ,1,14.044023,101.00251,,,
นครนายก,องครักษ์,องครักษ์,บาดเจ็บ,3,14.100165,101.00533,,,
นครนายก,เมืองนครนายก,ดงละคร,บาดเจ็บ,1,14.1327,101.16957,,,
นครนายก,เมืองนครนายก,ดอนยอ,บาดเจ็บ,3,14.132737,101.10944,,,
นครนายก,เมืองนครนายก,ท่าช้าง,บาดเจ็บ,2,14.188681,101.172745,,,
นครนายก,เมืองนครนายก,นครนายก,บาดเจ็บ,2,14.204243,101.21384,,,
นครนายก,เมืองนครนายก,บ้านใหญ่,บาดเจ็บ,8,14.210935,101.213745,,,
นครนายก,เมืองนครนายก,พรหมณี,บาดเจ็บ,6,14.271503,101.16523,,,
นครนายก,เมืองนครนายก,พรหมณี,เสียชีวิต,1,14.271503,101.16523,,,
นครนายก,เมืองนครนายก,วังกระโจม,บาดเจ็บ,2,14.176146,101.212814,,,
นครนายก,เมืองนครนายก,ศรีจุฬา,บาดเจ็บ,1,14.059496,101.151054,,,
นครนายก,เมืองนครนายก,ศรีนาวา,บาดเจ็บ,1,14.220001,101.27887,,,
นครนายก,เมืองนครนายก,ศรีนาวา,เสียชีวิต,1,14.220001,101.27887,,,
นครนายก,เมืองนครนายก,สาริกา,บาดเจ็บ,16,14.361946,101.268936,,,
นครนายก,เมืองนครนายก,หินตั้ง,บาดเจ็บ,3,14.35307,101.327,,,
นครปฐม,กำแพงแสน,กระตีบ,บาดเจ็บ,1,14.108801,99.94818,,,
นครปฐม,กำแพงแสน,กำแพงแสน,บาดเจ็บ,10,14.023067,99.97802,,,
นครปฐม,กำแพงแสน,กำแพงแสน,เสียชีวิต,1,14.023067,99.97802,,,
นครปฐม,กำแพงแสน,ดอนข่อย,บาดเจ็บ,1,14.0179,100.03143,,,
นครปฐม,กำแพงแสน,ทุ่งกระพังโหม,บาดเจ็บ,2,13.973907,99.99398,,,
นครปฐม,กำแพงแสน,ทุ่งบัว,บาดเจ็บ,2,14.039783,99.9394,,,
นครปฐม,กำแพงแสน,ทุ่งลูกนก,บาดเจ็บ,6,14.016674,99.88114,,,
นครปฐม,กำแพงแสน,รางพิกุล,บาดเจ็บ,2,14.00948,99.947754,,,
นครปฐม,กำแพงแสน,วังน้ำเขียว,บาดเจ็บ,1,13.973488,100.010895,,,
นครปฐม,กำแพงแสน,สระพัฒนา,บาดเจ็บ,1,14.093887,100.01604,,,
นครปฐม,กำแพงแสน,หนองกระทุ่ม,บาดเจ็บ,1,14.033879,99.853966,,,
นครปฐม,กำแพงแสน,ห้วยม่วง,บาดเจ็บ,1,14.128562,100.024315,,,
นครปฐม,กำแพงแสน,ห้วยหมอนทอง,บาดเจ็บ,1,13.966385,99.91518,,,
นครปฐม,ดอนตูม,ลำลูกบัว,บาดเจ็บ,1,14.016492,100.0923,,,
นครปฐม,ดอนตูม,ลำเหย,บาดเจ็บ,1,13.957863,100.04205,,,
นครปฐม,ดอนตูม,สามง่าม,บาดเจ็บ,3,13.985231,100.070496,,,
นครปฐม,ดอนตูม,ห้วยพระ,บาดเจ็บ,4,13.926757,100.080826,,,
นครปฐม,นครชัยศรี,ขุนแก้ว,บาดเจ็บ,6,13.764227,100.198616,,,
นครปฐม,นครชัยศรี,ท่ากระชับ,บาดเจ็บ,1,13.763822,100.15389,,,
นครปฐม,นครชัยศรี,ท่าตำหนัก,บาดเจ็บ,1,13.777123,100.17734,,,
นครปฐม,นครชัยศรี,นครชัยศรี,บาดเจ็บ,2,13.785093,100.194725,,,
นครปฐม,นครชัยศรี,บางกระเบา,บาดเจ็บ,1,13.788235,100.18351,,,
นครปฐม,นครชัยศรี,บางแก้วฟ้า,บาดเจ็บ,1,13.89537,100.2368,,,
นครปฐม,นครชัยศรี,ลานตากฟ้า,บาดเจ็บ,2,13.842647,100.24384,,,
นครปฐม,นครชัยศรี,วัดละมุด,บาดเจ็บ,5,13.875104,100.19029,,,
นครปฐม,นครชัยศรี,ศรีษะทอง,บาดเจ็บ,2,13.816818,100.14591,,,
นครปฐม,นครชัยศรี,แหลมบัว,บาดเจ็บ,1,13.858709,100.14598,,,
นครปฐม,นครชัยศรี,โคกพระเจดีย์,บาดเจ็บ,2,13.726022,100.12631,,,
นครปฐม,นครชัยศรี,ไทยาวาส,บาดเจ็บ,1,13.79472,100.21919,,,
นครปฐม,บางเลน,คลองนกกระทุง,บาดเจ็บ,1,13.986791,100.22406,,,
นครปฐม,บางเลน,ดอนตูม,บาดเจ็บ,1,14.000277,100.11947,,,
นครปฐม,บางเลน,นราภิรมย์,บาดเจ็บ,6,13.943958,100.256134,,,
นครปฐม,บางเลน,บัวปากท่า,บาดเจ็บ,1,14.156788,100.228676,,,
นครปฐม,บางเลน,บางปลา,บาดเจ็บ,5,13.967201,100.15429,,,
นครปฐม,บางเลน,บางภาษี,บาดเจ็บ,3,14.037068,100.24299,,,
นครปฐม,บางเลน,บางระกำ,บาดเจ็บ,1,13.931104,100.19783,,,
นครปฐม,บางเลน,บางหลวง,บาดเจ็บ,2,14.11095,100.09079,,,
นครปฐม,บางเลน,บางเลน,บาดเจ็บ,3,14.014071,100.16808,,,
นครปฐม,บางเลน,หินมูล,บาดเจ็บ,2,14.104164,100.14099,,,
นครปฐม,พุทธมณฑล,คลองโยง,บาดเจ็บ,2,13.866782,100.28241,,,
นครปฐม,พุทธมณฑล,มหาสวัสดิ์,บาดเจ็บ,2,13.815488,100.26152,,,
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,15,13.798799,100.30597,,,
นครปฐม,สามพราน,กระทุ่มล้ม,บาดเจ็บ,13,13.740174,100.322685,,,
นครปฐม,สามพราน,กระทุ่มล้ม,เสียชีวิต,1,13.740174,100.322685,,,
นครปฐม,สามพราน,คลองจินดา,บาดเจ็บ,1,13.707499,100.15204,,,
นครปฐม,สามพราน,คลองจินดา,เสียชีวิต,1,13.707499,100.15204,,,
นครปฐม,สามพราน,คลองใหม่,บาดเจ็บ,3,13.742194,100.198204,,,
นครปฐม,สามพราน,ตลาดจินดา,บาดเจ็บ,4,13.676891,100.093925,,,
นครปฐม,สามพราน,ท่าข้าม,บาดเจ็บ,1,13.713219,100.241875,,,
นครปฐม,สามพราน,ท่าตลาด,บาดเจ็บ,3,13.745658,100.23441,,,
นครปฐม,สามพราน,ท่าตลาด,เสียชีวิต,1,13.745658,100.23441,,,
นครปฐม,สามพราน,บางกระทึก,บาดเจ็บ,5,13.767989,100.29696,,,
นครปฐม,สามพราน,บางช้าง,บาดเจ็บ,1,13.700157,100.19578,,,
นครปฐม,สามพราน,บางเตย,บาดเจ็บ,4,13.777596,100.279015,,,
นครปฐม,สามพราน,บางเตย,เสียชีวิต,1,13.777596,100.279015,,,
นครปฐม,สามพราน,บ้านใหม่,บาดเจ็บ,3,13.690759,100.2413,,,
นครปฐม,สามพราน,ยายชา,บาดเจ็บ,6,13.731546,100.23745,ซอยนาวิน,,
นครปฐม,สามพราน,สามพราน,บาดเจ็บ,4,13.71553,100.21835,,,
นครปฐม,สามพราน,หอมเกร็ด,บาดเจ็บ,2,13.778791,100.237114,,,
นครปฐม,สามพราน,อ้อมใหญ่,บาดเจ็บ,12,13.700922,100.267525,,,
นครปฐม,สามพราน,ไร่ขิง,บาดเจ็บ,14,13.736595,100.28282,,,
นครปฐม,เมืองนครปฐม,ดอนยายหอม,บาดเจ็บ,3,13.730901,100.07362,,,
นครปฐม,เมืองนครปฐม,ตาก้อง,บาดเจ็บ,4,13.891791,100.05357,,,
นครปฐม,เมืองนครปฐม,ถนนขาด,บาดเจ็บ,5,13.777123,100.07535,,,
นครปฐม,เมืองนครปฐม,ทัพหลวง,บาดเจ็บ,3,13.892735,100.00325,,,
นครปฐม,เมืองนครปฐม,ทุ่งน้อย,บาดเจ็บ,1,13.852117,100.09082,,,
นครปฐม,เมืองนครปฐม,ธรรมศาลา,บาดเจ็บ,5,13.809215,100.11163,,,
นครปฐม,เมืองนครปฐม,นครปฐม,บาดเจ็บ,9,13.847108,100.04648,,,
นครปฐม,เมืองนครปฐม,บางแขม,บาดเจ็บ,1,13.749575,100.04219,,,
นครปฐม,เมืองนครปฐม,บ่อพลับ,บาดเจ็บ,9,13.83726,100.073875,,,
นครปฐม,เมืองนครปฐม,บ้านยาง,บาดเจ็บ,5,13.864655,99.92918,,,
นครปฐม,เมืองนครปฐม,พระปฐมเจดีย์,บาดเจ็บ,15,13.818775,100.05557,,,
นครปฐม,เมืองนครปฐม,พระประโทน,บาดเจ็บ,3,13.809347,100.08865,เพชรเกษม ซอย 7,,
นครปฐม,เมืองนครปฐม,มาบแค,บาดเจ็บ,2,13.871636,100.07041,,,
นครปฐม,เมืองนครปฐม,ลำพยา,บาดเจ็บ,3,13.811194,100.02349,,,
นครปฐม,เมืองนครปฐม,วังตะกู,บาดเจ็บ,5,13.85667,100.01605,,,
นครปฐม,เมืองนครปฐม,วังเย็น,บาดเจ็บ,1,13.766774,100.008514,คันไผ่ ซอย 1,,
นครปฐม,เมืองนครปฐม,สนามจันทร์,บาดเจ็บ,8,13.806138,100.04592,,,
นครปฐม,เมืองนครปฐม,สระกะเทียม,บาดเจ็บ,1,13.765072,99.96791,,,
นครปฐม,เมืองนครปฐม,สามควายเผือก,บาดเจ็บ,4,13.840292,100.11344,,,
นครปฐม,เมืองนครปฐม,สามควายเผือก,บาดเจ็บ,1,13.914206,100.09644,,,
นครปฐม,เมืองนครปฐม,หนองงูเหลือม,บาดเจ็บ,1,13.916272,99.94924,,,
นครปฐม,เมืองนครปฐม,หนองดินแดง,บาดเจ็บ,4,13.789205,99.98835,,,
นครปฐม,เมืองนครปฐม,หนองปากโลง,บาดเจ็บ,2,13.852288,99.99945,,,
นครปฐม,เมืองนครปฐม,ห้วยจรเข้,บาดเจ็บ,4,13.802715,100.06718,,,
นครปฐม,เมืองนครปฐม,โพรงมะเดื่อ,บาดเจ็บ,1,13.850499,99.97625,,,
นครพนม,ท่าอุเทน,ท่าจำปา,บาดเจ็บ,1,17.58878,104.47615,,,
นครพนม,ท่าอุเทน,ท่าอุเทน,บาดเจ็บ,1,17.572168,104.59733,หนองคาย - อุบลราชธานี,0212,285+762
นครพนม,ท่าอุเทน,พะทาย,บาดเจ็บ,3,17.785927,104.30837,,,
นครพนม,ท่าอุเทน,หนองเทา,บาดเจ็บ,1,17.778751,104.3573,,,
นครพนม,ท่าอุเทน,โนนตาล,บาดเจ็บ,1,17.551186,104.589,,,
นครพนม,ท่าอุเทน,ไชยบุรี,บาดเจ็บ,3,17.635977,104.430984,ทางหลวงชนบทหมายเลข นพ.3060,,
นครพนม,ธาตุพนม,กุดฉิม,บาดเจ็บ,1,17.05715,104.72574,,,
นครพนม,ธาตุพนม,ดอนนางหงส์,บาดเจ็บ,1,17.095407,104.74258,,,
นครพนม,ธาตุพนม,ธาตุพนม,บาดเจ็บ,5,16.939682,104.70682,,,
นครพนม,ธาตุพนม,นาถ่อน,บาดเจ็บ,4,17.140814,104.73257,,,
นครพนม,ธาตุพนม,น้ำก่ำ,บาดเจ็บ,3,16.867958,104.72645,,,
นครพนม,ธาตุพนม,ฝั่งแดง,บาดเจ็บ,1,16.924284,104.67675,,,
นครพนม,ธาตุพนม,พระกลางทุ่ง,บาดเจ็บ,4,17.00279,104.71671,,,
นครพนม,ธาตุพนม,อุ่มเหม้า,บาดเจ็บ,2,16.837584,104.6751,,,
นครพนม,ธาตุพนม,แสนพัน,บาดเจ็บ,2,17.057686,104.74646,,,
นครพนม,นาทม,นาทม,บาดเจ็บ,1,17.843834,104.04851,,,
นครพนม,นาทม,หนองซน,บาดเจ็บ,1,17.87049,104.12903,,,
นครพนม,นาหว้า,ท่าเรือ,บาดเจ็บ,1,17.506697,104.054146,,,
นครพนม,นาหว้า,นาคูณใหญ่,บาดเจ็บ,1,17.506065,104.141045,,,
นครพนม,นาหว้า,นางัว,บาดเจ็บ,4,17.424616,104.104744,,,
นครพนม,นาหว้า,นาหว้า,บาดเจ็บ,2,17.479734,104.116455,ทางหลวงชนบทหมายเลข นพ.4029,,
นครพนม,นาหว้า,บ้านเสียว,บาดเจ็บ,1,17.551176,104.085,,,
นครพนม,นาแก,ก้านเหลือง,บาดเจ็บ,1,16.919277,104.39142,,,
นครพนม,นาแก,นาคู่,บาดเจ็บ,1,16.978527,104.54187,,,
นครพนม,นาแก,นาแก,บาดเจ็บ,1,16.896633,104.5013,,,
นครพนม,นาแก,พิมาน,บาดเจ็บ,4,16.928429,104.55267,,,
นครพนม,นาแก,พุ่มแก,บาดเจ็บ,3,16.918432,104.61222,,,
นครพนม,นาแก,หนองสังข์,บาดเจ็บ,1,16.993567,104.47431,,,
นครพนม,บ้านแพง,บ้านแพง,บาดเจ็บ,1,17.9572,104.215675,,,
นครพนม,บ้านแพง,หนองแวง,บาดเจ็บ,5,17.793707,104.24453,,,
นครพนม,ปลาปาก,กุตาไก้,บาดเจ็บ,3,17.219238,104.61746,,,
นครพนม,ปลาปาก,นามะเขือ,บาดเจ็บ,1,17.277386,104.63986,,,
นครพนม,ปลาปาก,ปลาปาก,บาดเจ็บ,1,17.216406,104.521194,,,
นครพนม,ปลาปาก,หนองฮี,บาดเจ็บ,2,17.123734,104.58535,,,
นครพนม,ปลาปาก,หนองเทาใหญ่,บาดเจ็บ,1,17.12429,104.51902,ทางหลวงชนบทหมายเลข นพ.4054,,
นครพนม,ปลาปาก,โคกสว่าง,บาดเจ็บ,1,17.145285,104.46069,,,
นครพนม,วังยาง,ยอดชาด,บาดเจ็บ,1,17.08146,104.38618,,,
นครพนม,วังยาง,วังยาง,บาดเจ็บ,1,17.070086,104.44359,,,
นครพนม,ศรีสงคราม,นาเดื่อ,บาดเจ็บ,3,17.567446,104.31047,,,
นครพนม,ศรีสงคราม,บ้านข่า,บาดเจ็บ,1,17.662128,104.11494,,,
นครพนม,ศรีสงคราม,บ้านเอื้อง,บาดเจ็บ,4,17.557913,104.23331,,,
นครพนม,ศรีสงคราม,สามผง,บาดเจ็บ,3,17.729967,104.155205,,,
นครพนม,ศรีสงคราม,หาดแพง,บาดเจ็บ,1,17.705067,104.29878,,,
นครพนม,ศรีสงคราม,โพนสว่าง,บาดเจ็บ,3,17.540108,104.16789,,,
นครพนม,เมืองนครพนม,กุรุคุ,บาดเจ็บ,2,17.339125,104.543915,,,
นครพนม,เมืองนครพนม,ขามเฒ่า,บาดเจ็บ,4,17.260303,104.76123,,,
นครพนม,เมืองนครพนม,คำเตย,บาดเจ็บ,3,17.220009,104.723206,,,
นครพนม,เมืองนครพนม,ท่าค้อ,บาดเจ็บ,5,17.32135,104.7705,,,
นครพนม,เมืองนครพนม,นาทราย,บาดเจ็บ,1,17.40036,104.66012,,,
นครพนม,เมืองนครพนม,นาราชควาย,บาดเจ็บ,1,17.418419,104.70395,,,
นครพนม,เมืองนครพนม,บ้านกลาง,บาดเจ็บ,1,17.169073,104.76588,,,
นครพนม,เมืองนครพนม,บ้านผึ้ง,บาดเจ็บ,5,17.356718,104.617615,,,
นครพนม,เมืองนครพนม,วังตามัว,บาดเจ็บ,1,17.323055,104.46423,,,
นครพนม,เมืองนครพนม,หนองญาติ,บาดเจ็บ,5,17.33498,104.72845,,,
นครพนม,เมืองนครพนม,อาจสามารถ,บาดเจ็บ,1,17.443571,104.73534,,,
นครพนม,เมืองนครพนม,ในเมือง,บาดเจ็บ,8,17.393093,104.79064,,,
นครพนม,เรณูนคร,นางาม,บาดเจ็บ,2,17.119612,104.67731,,,
